3,8,pff
3,8,psy
3,15,psy
3,17,psy
3,18,psy
3,19,pxf
3,27,psy
4,16,psy
4,18,zxn
4,22,psy
4,33,psy
4,35,zxn
4,55,zxn
5,51,psy
5,55,psy
5,63,zxn
5,69,zxn
5,71,psy
5,83,zxn
5,96,zxn
5,135,zxn
5,149,zxn
